train_guid,influence,test_guid
0,-0.1869669258594513,632
1,-0.07125401496887207,632
2,-0.0009152991697192192,632
3,-0.12219393253326416,632
4,-0.09374949336051941,632
5,-0.04348211735486984,632
6,-0.004392022266983986,632
7,0.33825212717056274,632
8,-0.13544490933418274,632
9,0.4028189778327942,632
10,-0.048720214515924454,632
11,-0.05726941302418709,632
12,-0.12311537563800812,632
13,-0.20041534304618835,632
14,-0.06604877859354019,632
15,0.04282069578766823,632
16,-0.38192218542099,632
17,0.0455779954791069,632
18,-0.5533332824707031,632
19,0.03897412121295929,632
20,-0.003461061045527458,632
21,0.4291820824146271,632
22,0.06862665712833405,632
23,0.013918226584792137,632
24,-0.0468846932053566,632
25,0.002056959317997098,632
26,-0.04300615191459656,632
27,0.08670011907815933,632
28,0.06739389896392822,632
29,-0.03410179167985916,632
30,-0.14320307970046997,632
31,0.13740631937980652,632
32,-0.056055933237075806,632
33,-0.07634912431240082,632
34,-0.28483307361602783,632
35,0.09045441448688507,632
36,0.11351894587278366,632
37,0.0062268394976854324,632
38,-0.05922979116439819,632
39,0.4595443606376648,632
40,-0.1496918946504593,632
41,-0.3556227684020996,632
42,-0.3506944179534912,632
43,-0.0427909716963768,632
44,-0.2671281099319458,632
45,0.07810255140066147,632
46,0.0011457018554210663,632
47,-0.13274677097797394,632
48,0.021398836746811867,632
49,-0.23523935675621033,632
50,-0.42787617444992065,632
51,0.1771269142627716,632
52,-0.19047528505325317,632
53,0.011023596860468388,632
54,-0.3245149254798889,632
55,-0.12593209743499756,632
56,-0.05314885452389717,632
57,0.15951508283615112,632
58,0.12954387068748474,632
59,-0.24703064560890198,632
60,0.1996435970067978,632
61,-0.5842545628547668,632
62,-0.2736520767211914,632
63,0.02740400657057762,632
64,-0.16549080610275269,632
65,0.8933118581771851,632
66,-0.3006647229194641,632
67,-0.3171621263027191,632
68,-0.09950554370880127,632
69,0.00039284329977817833,632
70,-0.2289758026599884,632
71,-0.06982357054948807,632
72,0.1379583477973938,632
73,-0.38097167015075684,632
74,-0.04465116560459137,632
75,0.0028225048445165157,632
76,-0.17893782258033752,632
77,-0.013399237766861916,632
78,-0.34406524896621704,632
79,0.0031401868909597397,632
80,0.050676554441452026,632
81,-0.1048654168844223,632
