train_guid,influence,test_guid
0,0.24554899334907532,116
1,0.04327663406729698,116
2,-0.0042606983333826065,116
3,0.30421075224876404,116
4,0.13605856895446777,116
5,0.03234294801950455,116
6,-0.019160138443112373,116
7,-0.24280324578285217,116
8,0.09888658672571182,116
9,-0.40368300676345825,116
10,0.11392247676849365,116
11,0.07558316737413406,116
12,0.05055595934391022,116
13,0.1367371827363968,116
14,0.10349074006080627,116
15,-0.08780454844236374,116
16,0.4432624578475952,116
17,-0.042247217148542404,116
18,0.40530019998550415,116
19,-0.06129913404583931,116
20,-0.0367162749171257,116
21,-0.7858946919441223,116
22,-0.05082501843571663,116
23,-0.07707223296165466,116
24,-0.0001371307298541069,116
25,-0.014660902321338654,116
26,0.02138056606054306,116
27,-0.09196965396404266,116
28,-0.07918752729892731,116
29,0.025318298488855362,116
30,-0.0021285368129611015,116
31,-0.12208631634712219,116
32,0.03971545770764351,116
33,0.25316813588142395,116
34,0.19694191217422485,116
35,-0.21122992038726807,116
36,-0.2698450982570648,116
37,-0.04665727913379669,116
38,0.020453160628676414,116
39,-0.331886351108551,116
40,0.14098471403121948,116
41,0.14293664693832397,116
42,0.4390278160572052,116
43,-0.0846586674451828,116
44,0.5343767404556274,116
45,-0.12373338639736176,116
46,-0.00499005289748311,116
47,0.7468094229698181,116
48,-0.12514011561870575,116
49,0.13246037065982819,116
50,0.28282809257507324,116
51,-0.2885953485965729,116
52,0.2456095665693283,116
53,-0.03354407474398613,116
54,0.15340130031108856,116
55,0.31924301385879517,116
56,0.04207513853907585,116
57,-0.04266604781150818,116
58,-0.10324326157569885,116
59,0.1955254077911377,116
60,-0.22599762678146362,116
61,0.2590712010860443,116
62,0.42479610443115234,116
63,0.05194724351167679,116
64,0.19063377380371094,116
65,-0.8323062062263489,116
66,0.3967704474925995,116
67,0.4452310800552368,116
68,0.529543936252594,116
69,-0.002537369728088379,116
70,0.3935050964355469,116
71,0.039048925042152405,116
72,-0.1781940460205078,116
73,0.2873603105545044,116
74,0.8025399446487427,116
75,-0.01743117906153202,116
76,0.08085375279188156,116
77,0.014358032494783401,116
78,0.3282497525215149,116
79,-0.01217258907854557,116
80,-0.04547503590583801,116
81,0.04372023418545723,116
82,-0.9764870405197144,116
83,-0.01676652953028679,116
84,-0.17796172201633453,116
85,0.32999539375305176,116
86,-0.1321476250886917,116
87,-0.06044834852218628,116
88,-0.03694221004843712,116
89,-0.23164138197898865,116
90,0.24244904518127441,116
91,-0.3686654269695282,116
92,0.703023374080658,116
93,-0.07586965709924698,116
94,-0.8927961587905884,116
95,-0.4170798063278198,116
96,0.10037821531295776,116
97,-0.317239910364151,116
98,-0.02610427886247635,116
99,-0.05556938797235489,116
100,-0.24976122379302979,116
101,-0.13957099616527557,116
102,0.5156090259552002,116
103,-0.5139214396476746,116
104,0.5589848756790161,116
105,-0.4273795783519745,116
106,0.2178657054901123,116
107,0.8843882083892822,116
108,-0.10127919912338257,116
109,-0.35321831703186035,116
110,0.13482384383678436,116
111,-0.3099830448627472,116
112,-0.003375353990122676,116
113,-0.003079220186918974,116
114,0.1099533885717392,116
115,0.2782813310623169,116
116,0.05537475273013115,116
117,0.27368032932281494,116
118,-0.06537782400846481,116
119,0.6442172527313232,116
120,-0.01114846020936966,116
121,0.1791364848613739,116
122,0.019542701542377472,116
123,0.659191370010376,116
124,-0.11660567671060562,116
125,0.07002673298120499,116
126,-0.18516409397125244,116
127,-0.00026705971686169505,116
128,-0.008584576658904552,116
129,0.30872800946235657,116
130,-0.26661527156829834,116
131,0.5699390172958374,116
132,-0.004522683564573526,116
133,-0.009689195081591606,116
134,0.04742496460676193,116
135,-0.44171756505966187,116
136,-0.012922586873173714,116
137,-0.27722662687301636,116
138,0.09026271849870682,116
139,0.3708498775959015,116
140,-0.13280576467514038,116
141,-0.011687777936458588,116
142,-0.1123509407043457,116
143,0.48819661140441895,116
144,0.3845090866088867,116
145,-0.15342356264591217,116
146,0.7306610941886902,116
147,-0.05252755805850029,116
148,0.041119374334812164,116
149,0.1874912679195404,116
150,-0.0005111751961521804,116
151,0.3194408714771271,116
152,-0.19435760378837585,116
153,-0.14448164403438568,116
154,0.5369808077812195,116
155,0.04933710768818855,116
156,-0.04065566882491112,116
157,-0.24250386655330658,116
158,-0.1422279328107834,116
159,0.6539112329483032,116
160,-0.12361299246549606,116
161,0.07900059223175049,116
162,-0.051700763404369354,116
163,-0.47272011637687683,116
164,-0.26604723930358887,116
165,0.024212546646595,116
166,-0.06508173048496246,116
167,-0.2112692892551422,116
168,0.17871025204658508,116
169,0.047966331243515015,116
170,-0.10524611920118332,116
171,0.10337327420711517,116
172,-0.7092893123626709,116
173,0.3393077850341797,116
174,-0.007380145601928234,116
175,0.5193990468978882,116
176,-0.13672864437103271,116
177,-0.2700779438018799,116
