train_guid,influence,test_guid
0,-0.12986981868743896,384
1,-0.4333447515964508,384
2,0.04775504022836685,384
3,-1.3466382026672363,384
4,-0.8436945676803589,384
5,-0.3896864950656891,384
6,0.1926518976688385,384
7,-1.1223150491714478,384
8,-0.39051932096481323,384
9,3.758194923400879,384
10,-0.6389492750167847,384
11,-0.11671511083841324,384
12,-0.8121007084846497,384
13,0.42569267749786377,384
14,-1.9686440229415894,384
15,-0.24782735109329224,384
16,1.2652573585510254,384
17,0.07129612565040588,384
18,0.4199741780757904,384
19,2.4558629989624023,384
20,0.24491843581199646,384
21,5.631917953491211,384
22,-0.15214961767196655,384
23,0.20756806433200836,384
24,-0.27500784397125244,384
25,0.06390324234962463,384
26,-0.4700900912284851,384
27,0.07503438740968704,384
28,0.09305371344089508,384
29,-0.8337974548339844,384
30,-1.2840545177459717,384
31,-0.4101352095603943,384
32,-0.8985934853553772,384
33,0.06175157055258751,384
34,-1.585019826889038,384
35,0.4459603428840637,384
36,1.5109021663665771,384
37,0.012757763266563416,384
38,-0.32741549611091614,384
39,-1.0392650365829468,384
40,-2.310499668121338,384
41,0.46069398522377014,384
42,-0.9026228189468384,384
43,0.5996537208557129,384
44,-0.9077687859535217,384
45,0.21108125150203705,384
46,-0.09146779775619507,384
47,-2.671557903289795,384
48,0.7527210116386414,384
49,0.26953548192977905,384
50,0.6887953281402588,384
51,1.3423244953155518,384
52,0.8215974569320679,384
53,-0.09118523448705673,384
54,-0.21350789070129395,384
55,1.3589259386062622,384
56,-0.029808547347784042,384
57,0.19999456405639648,384
58,-0.224816232919693,384
59,-0.18855029344558716,384
60,-0.24439504742622375,384
61,0.1878383755683899,384
62,0.7504693269729614,384
63,-3.277559995651245,384
64,-3.295250415802002,384
65,-1.5349516868591309,384
66,-1.3593368530273438,384
67,1.0694236755371094,384
68,-1.5056226253509521,384
69,0.02278723381459713,384
70,-0.4975079894065857,384
71,-0.27413231134414673,384
72,-0.3871057331562042,384
73,0.9220459461212158,384
74,-2.32865834236145,384
75,0.02446858212351799,384
76,0.5957275032997131,384
77,-0.17783986032009125,384
78,-2.736206293106079,384
79,0.5292722582817078,384
80,-0.06296028941869736,384
81,0.10959140956401825,384
82,-0.29542452096939087,384
83,0.24118895828723907,384
84,0.013256590813398361,384
85,-3.987454414367676,384
86,-0.012822337448596954,384
87,0.6966729760169983,384
88,0.030940890312194824,384
89,-0.6286654472351074,384
90,-1.4534790515899658,384
91,7.875854015350342,384
92,-1.327053427696228,384
93,0.381542831659317,384
94,10.439229011535645,384
95,-0.6297297477722168,384
96,0.1612497866153717,384
97,0.7586914300918579,384
98,0.03419298306107521,384
99,0.17696791887283325,384
100,-1.0729355812072754,384
101,-0.450661838054657,384
102,0.2719297409057617,384
103,0.2684617042541504,384
104,-0.720021665096283,384
105,4.632289886474609,384
106,-1.1256153583526611,384
107,1.4667693376541138,384
108,0.6604998707771301,384
109,-0.6083409190177917,384
110,-1.5411808490753174,384
111,-1.42351496219635,384
112,0.02769557200372219,384
113,-0.015178471803665161,384
114,-0.44954800605773926,384
115,0.8745938539505005,384
116,-1.07341468334198,384
117,0.5606160163879395,384
118,0.46658360958099365,384
119,-1.7668582201004028,384
120,0.053985320031642914,384
121,-0.44533705711364746,384
122,-0.20626074075698853,384
123,-2.652080535888672,384
124,-0.2170657515525818,384
125,-1.5662510395050049,384
126,3.097029209136963,384
127,-5.1020237151533365e-05,384
128,0.04741153120994568,384
129,1.0565661191940308,384
130,-0.5324295163154602,384
131,-3.765162467956543,384
132,0.04706043004989624,384
133,-0.06696668267250061,384
134,0.05356701835989952,384
135,4.711676597595215,384
136,0.10100840032100677,384
137,0.263435959815979,384
138,0.4106091856956482,384
139,-1.8929975032806396,384
140,-0.27754977345466614,384
141,0.08612491190433502,384
142,0.8382012248039246,384
143,0.12030541896820068,384
144,0.12226703763008118,384
145,0.22293037176132202,384
146,-9.16910457611084,384
147,0.2280884087085724,384
148,-0.6231022477149963,384
149,1.070265293121338,384
150,0.002519904635846615,384
151,0.7469240427017212,384
152,-0.7535338401794434,384
153,0.43523454666137695,384
154,-0.09634244441986084,384
155,-1.362924337387085,384
156,-0.1130978912115097,384
157,0.2636594772338867,384
158,0.45635080337524414,384
159,0.893112301826477,384
160,3.162867546081543,384
161,-0.5449423789978027,384
162,0.2652736306190491,384
163,-0.2844215929508209,384
164,-0.5869650840759277,384
165,-0.7218458652496338,384
166,0.6870607137680054,384
167,1.1729166507720947,384
168,-0.7145512104034424,384
169,-3.1025009155273438,384
170,-0.07099782675504684,384
171,-0.8260303735733032,384
172,6.042161464691162,384
173,0.8460471630096436,384
174,0.0598733127117157,384
175,-0.33983346819877625,384
176,-0.13979977369308472,384
177,-1.411146640777588,384
178,0.04556163772940636,384
179,-0.24976594746112823,384
180,-2.5052051544189453,384
181,-0.40677428245544434,384
182,3.382716417312622,384
183,-0.6746903657913208,384
184,0.5240938067436218,384
185,1.2508058547973633,384
186,0.5076201558113098,384
