type,remove_pct,,avg_loss,accuracy
rand,0.1,0,0.39612642786553165,0.8291284403669725
rand,0.2,0,0.40387274750450697,0.8268348623853211
rand,0.3,0,0.4069902772898786,0.8268348623853211
rand,0.4,0,0.41250257714760463,0.8268348623853211
